Date;News_Article;Close;Change
2014-01-22;"Indian Govt uses special powers to slash cancer drug price by 97%Dangerous Ignorance: The Hysteria of Kony 2012British stroke victim wins right to ask for euthanasia.China cracks down on human trafficking, freeing 24,000 abducted women and children in 2011The alleged rape of a 16-year-old Muslim girl ""was captured on video by one of the soldiers and has been passed around Thailands newsrooms and military offices where some have made the galling and insulting comment that perhaps the girl didnt resist enough.""Dr. Jacques Brs, a 71-year old French surgeon, smuggled himself into Homs, Syria, to treat the wounded in a makeshift hospital.Rebekah Brooks arrestedFighting the failed War on Drugs: Bolivia's Evo Morales defends right to chew coca leaf""We are not drug addicts when we consume the coca leaf.""Nicolas Sarkozy 'received 42 million from Muammar Gaddafi for 2007 election'Russia says it will keep selling weapons to SyriaAustralia Passes Controversial Nuclear Waste Bill - ";38106499;-0,026056843
2014-01-23;"Syrian troops have planted landmines along routes used by people fleeing the country's violence and trying to reach neighbouring Turkey, an international human rights group has said. Police Arrest Murdoch Deputy Rebekah Brooks And Husband - The Daily Beast45,000 caught cheating at Britain's universitiesSyria laying landmines along the border on routes where refugees have fledNightmare Zoo in Indonesia Shaken When Giraffe Dies With Beachball-Sized Wad of Plastic in its Belly - Tigers are emaciated &amp; the 180 pelicans packed so tightly they can't unfurl their wings. New attention now focused on scandalous conditions at largest zoo. (With Photos)'Enemies of the internet' namedColonel Gaddafi 'gave French President  Nicolas Sarkozy 42million to fund his 2007 election campaign'Lockdown London: The 2012 Olympic Games will see the UK's biggest mobilisation of military and security forces since the second world war.A mosque near Brussels was attacked with Molotov cocktails and its imam died trying to extinguish the flames, Belgian newspapers reported late Monday.Russia sees 'no reason' to halt weapon support for SyriaPolish Nuclear Dreams Threaten Ties with GermanyChina gives Japan nod to buy $10bn (6.4bn) of government bonds as Beijing tries to create a more international role for its currencyBillions in cash flees Afghanistan, economy threatenedThe Fertility Implosion --- A woman in Oman today has 5.6 fewer babies than a woman in Oman 30 years ago. Morocco, Syria and Saudi Arabia have seen fertility-rate declines of nearly 60 percent, and in Iran its more than 70 percent. These are among the fastest declines in recorded history.";39125999;-0,010107449
2014-01-24;Israel is planning to demolish 'illegal' solar panels that are the only source of electricity for Palestinians in West Bank villagesMoroccan girl commits suicide after being forced by judge to marry her rapist.French Surgeon, 71, Saves Lives in Syria:  Dr. Jacques Brs, a veteran of war zones, left his comfortable Paris life last month to smuggle himself into Homs, the center of the Syrian revolt, to tend to the wounded and the sick. Encyclopedia Britannica halts print publication after 244 yearsRussia to finally send man to the MoonArgentina's Supreme Court unanimously decriminalized abortion for rape victimsIn a break with his past positions, Guatemala's president now wants to decriminalise drugs - and not just marijuana.Switzerland bus crash 'kills 28, including 22 children'Chinese Premier Wen Jiabao: democracy in China is 'inevitable';39525501;0,00662164
2014-01-25;Hundreds of bodies found in German University.A 12-year-old girl was arrested in Greece today after she tried to sell her baby to undercover police officers, Athens News reported. The baby was 10-weeks-old.Chinese Premier Wen says China needs political reform, warns of another Cultural Revolution if withoutLondon Metropolitan Police officers assaulted a 16-year-old boy with severe autism by forcing him into handcuffs and leg restraints during a school trip, the High Court has ruled.Canada to Allow Foreign Ownership for Small TelecomsThe Syrian story of truth and realityTaking To The Streets --- ;39265499;0,066881261
2014-01-26;" loathed. Bailout or not the political system is finished. Country stands on verge of radical social change""China possibly purchasing Russian SU-35 fighter because of problems with their own J-20 Stealth fighter. ""Reports have surfaced that at least one of the J-20 prototypes uses a Russian borrowed engine.""Iran's parliament grilled President Mahmoud Ahmadinejad on Wednesday over a long list of accusations, including that he mismanaged the nation's economy and defied the authority of the country's supreme leader.Putin Promises Science Boost, but Russian Researchers Skeptical of Ambitious Schemes - Young scientists here have basically no opportunity to make ties with colleagues from N. America, Europe or Asia. It's a sad &amp; stupid situation,  says a scientist in St Petersburg. Ex-Murdoch scribe claims editor ""told me to bribe police""Congo warlord Thomas Lubanga convicted of using child soldiersThe recent death of 5 prematurely born children in German city, Bremen due to infections acquired in the hospital has strengthened fears among environmental and health experts that massive use of antibiotics in industrial livestock farming is creating extremely resistant bacteriaAs Syrians flee the increasing violence, and as government forces increase intensity of their crackdown, many refugees are discovering that Syrian forces have planted anti-personnel mines along the border  making their escape extremely dangerous.";36804001;-0,029545518
2014-01-27;"Moroccans demand change to Islamic penal code after a girl kills herself because judge forced her to marry her rapistMan called police after finding pornographic images on his laptop after trying to download music. Social services banned him from having unsupervised access to his child while police investigated... Ban was finally liftedThe Pirate Party, which made international headlines after its success in state elections in Berlin last year, stands to make gains in two other German states this spring. The party's pledge to foster transparency and participation is resonating with voters who are fed up with local corruption. Lost Boy Uses Google Earth to Find His Way Home After 25 YearsColombia to Enact Drug Decriminalization: The govt of Colombian President Juan Manuel Santos is preparing legislation that will set ""personal dose"" amounts for drugs that will allow for their possession without the possibility of arrest or prosecution.The Guardian obtained 3000 messages from al-Asaad's email account.  Iran advised him on how to handle the uprising against his rule. And Qatar offered him exile Kony 2012 video screening met with anger in northern UgandaOfficials in China's Ministry of Health recently admitted to harvesting organs from death row inmates, ending years of denials about the practice. It is estimated that two-thirds of the country's total organ transplants come from executed prisoners50 NGOs urge Pakistan to free Christian mother  from execution on charge of Blasphemy --- ""We refuse to accept that this mother of five children will continue to languish in her putrid, stifling, freezing cell for so long  especially without the right to see her children.""French police use tear gas on steelworkers worried about job losses, as they tried to force their way toward the headquarters of President Sarkozy's re-election campaignSyria setting border mines to stop refugee flightUgandan Gay Rights Group Sues Scott Lively, a U.S. Evangelist - NYTimes.comIllegal Fishing Straining West Africa -  Recognized as one of the world's richest fisheries grounds teeming with snapper, grouper, sardines, mackerel &amp; shrimp, it's losing up to $1.5 billion worth of fish annually to vessels in protected zones or without proper equipment or licenses";37924500;-0,007835365
2014-01-28;"Norwegian Hercules plane vanishes en route to SwedenAfghans seethe at lack of US reaction to massacreUK Teen Charged Over Dead Soldiers Facebook Post: '... teenager will appear in court for allegedly making comments on Facebook about the deaths of six British soldiers in Afghanistan.'China Sacks Key Leadership Contender - One of Chinas most charismatic western-style politicians has been sacked in rare political scandalIn a historic judgment, the International Criminal Court convicts Thomas Lubango Dyilo of recruiting children into armed conflictBo Xilai: a stunning &amp; highly public fall from grace in China";38223999;0,005180503
2014-01-29;" ending his ambition of a top post. His removal could complicate a key year of political transition in China. ""Egypt: Armed Bedouins are besieging the UN peacekeeper camp in SinaiCourt Convicts Congo Warlord Of Using Child SoldiersCanadian women 'molested by female US border guards,' lawsuit alleges";38027000;-0,011258425
2014-01-30;"Chinese official proposes death penalty as deterrent to government corruption amounting to about $100,000 or greater. New Chevron Oil Leak Off Coast of Brazil - Just 5 months after Chevron lost its drilling rights for causing the largest oil spill in recent memory off the coast of Rio de Janeiro, they've gone &amp;  done it againShell admits to at least 207 oil spills in 2011A Jewish man wins his fight against a German museum for the return of thousands of rare posters stolen from his father by the Nazis in 1938.UK would not help Israel attack Iran, Prime Minister David Cameron says""Afghan President Hamid Karzai lashed out at the United States on Friday [17 March 2012], saying he is at the 'end of the rope' because of the lack of U.S. cooperation into a probe of a killing spree allegedly carried out by an American soldier.""Putin's Fabled Tiger Encounter was PR Stunt, Say Environmentalists - He allegedly came face to face with a wild tiger, but bloggers now say it was set up. According to local &amp; Moscow-based environmentalists, the tiger, named Serga, was taken from a zoo &amp; driven to a nature reserve.Moroccans call for end to rape-marriage laws - Africa - Al Jazeera EnglishFriends no more? Egypts MPs declare Israel No. 1 enemyIn emails, the nuclear physicist at one of Europe's most celebrated laboratories railed about a need to punish Western governments for allegedly anti-Muslim wars in Iraq and Afghanistan - and conferred with an alleged al-Qaida contact about possible assassination or bombing plots.Syrian armed forces desertion said to surge to 60,000 (Businessweek)A Moroccan government minister on Thursday called for changes to a law that allows a rapist to marry his victim to escape prosecution, after a teenager who was forced into such a marriage killed herself last week by drinking rat poison. Archbishop of Canterbury Rowan Williams to stand downA Swiss couple held captive for nearly a year by the Taliban in Pakistan turned up at an army post close to the Afghan border on Thursday, claiming to have escaped from their captors, the Pakistani army said. They were swiftly flown to safety by the military.Something is rotten here: O'Dwyer's extradition to US approvedArgentina is intensifying its campaign to block oil development in the Falkland Islands, announcing on Thursday it will pursue ""administrative, civil and criminal"" penalties against the dozens of companies involved.You wouldn't expect it in light of the resurgent German debate about the willingness of young Muslims to integrate into mainstream society, but integration in Germany is actually faring better than expected. Canada Considers Fate of Arctic Explorer's Ship - It may repatriate the Norwegian 3-mast ship, visible above the frigid waters. Roald  Amundsen was the 1st European to sail through the Northwest Passage searching for a shorter shipping route from Europe to Asia &amp; the 1st to reach the South Pole. North Korea's rocket launch would defy UN, despite just agreeing to halt weapons testing in exchange for food aidNorth Korean threatens weeks old treaty with planned satellite/Long range Missile launch Ireland oil strike raises hopes for exploration boom -- Providence Resources boss Tony O'Reilly Junior said: 'I think this discovery also creates a reappraisal in the minds of global oil corporations about coming back to Irish waters to drill for oil'";38459999;0,001210434
2014-01-31;" ending a three-year hiatus that had delayed reform in the poor ex-Soviet republic.""More than 150 arrested after anti-brutality protesters clash with police in MontrealNorth Korea says it will launch long-range rocket carrying satelliteAcclaimed Public Radio International program has retracted an entire episode about working conditions inside Foxconn, the Chinese manufacturer that builds much of Apple's most popular hardware, after learning the NPR reporter ""partially fabricated"" information about his visit to the factories";38413502;0,009566538
2014-02-01;"Iranians respond to Israeli Facebook initiative: Israel, we &lt;3 you tooDutch Catholic church abuse: at least one youth castrated for 'homosexuality', evidence for at least 10 other casesKing of Tonga dead: reportThe Nobel peace prize winner and president of Liberia, Ellen Johnson Sirleaf, has defended a law that criminalises homosexual acts, saying: ""We like ourselves just the way we are.""How one man escaped from a North Korean prison campItalian police have arrested 16 judges in what they say is a big anti-mafia operation centred on Naples.WikiLeaks Founder to Run for Australian SenateSlavery's last stronghold, MauritaniaPope Benedict XVI disturbed by disloyalty of those who leaked internal documents about corruption, poor financial management,and contempt regarding the Vatican efforts against laundering.In Mexico, extortion is a booming offshoot of drug war:  Almost every segment of the economy and society, including businesses, teachers and priests, has been subjected to extortionists who exploit fear of cartels.Four killed in shooting at Jewish school in FranceWinds of change blow through China as spending on renewable energy soars - ";38049500;-0,000905892
2014-02-02;Al Jazeera obtains secret Syria files --- ;38084000;-0,008538972
2014-02-03;Chinese hoping ticket out of China is French class - Chinese desperate to emigrate have discovered a backdoor into Canada that involves applying for entry into the country's francophone province of Quebec  as long as you have a good working knowledge of the local lingoTopless Women Protest Rampant Sex Trade in Ukraine - ABC News80% in Japan 'support nuclear phase-out'Mexican Policemen Killed After Beheadings - Gunmen in western Mexico have killed 12 policemen investigating the beheadings of 10 other people24-pound tumor misdiagnosed as pregnancyResearchers have updated HadCRUT, one of the main global temperate records, which dates back to 1850 - 2010 now listed as world's hottest yearWikiLeaks: Founder Julian Assange to run for Australian Senate - CNN.comOnly 2% believe David Cameron is leading 'greenest government ever - ;38411999;-0,00337297
2014-02-04;A gunman has opened fire at a school for Jewish children in the French city of Toulouse, killing at least three people;38542000;0,016885652
2014-02-05;"The ""potato movement"" is taking off across Greece: agricultural produce is being sold directly to consumers by their producers.105 year old woman hanged herself after telling her family she was tired of waiting to die.UK: Student wins Police payout after being arrested for filmingGermanys $263 Billion Shift To Renewable Energy Is The Biggest Reconstruction Of It's Energy Market Since WWII.France restores ban on GMO maize crops | ReutersUK teenager arrested for anti-war Facebook postRussian troops roll into Syria to support AssadIran presses ahead with dollar attack (will no longer accept oil payment in USD just as Saddam did in 2000)Muhammad Wazir lost his mother, his wife, a sister-in-law, a brother, a nephew, his four daughters and two of his sons in last week's mass shooting in two villages. ""Like anyone, I wanted my children to be doctors, engineers  important people. All my dreams are buried under a pile of dust now.""";37902000;-0,017051621
2014-02-06;Venezuela : Govt. hands out 600 musical instruments to children across ten schools as part of a strategy to prevent crime, and bringing the number of instruments handed out so far to a total of 1,600.Peace-minded Israeli reaches out to everyday Iranians via Facebook - CNN.comAustralian Government Moves To Quickly Pass Laws To Sterilize, Electroshock, And Restrain Children Without Parental ConsentCenter-Left Mexico Presidential Candidate Vows to End Drug WarGreece:  theatregoers will pay for their tickets not with money but with food, which the theatre's staff will then distribute among half a dozen charities and welfare organisations in the city.Major earthquake in Mexico : 7.6Greek bailout actually another bailout for the banks.  It is estimated that out of every euro provided by Brussels, only 19 cents will go to the Greek government, with the rest flowing straight into the coffers of banks and financial investors. China raises concern to North Korea about rocket launchDeaths Spotlight Taiwan's 'Overwork' Culture - Working hard is ingrained in Taiwanese society. But recent deaths attributed to overwork are leading people to question the culture for the 1st time.;38559502;-0,006735968
2014-02-07;"Russian Court declares books on Scientology to be ""extremist literature"" and bans them from sale.7.9 in Acapulco, MexicoBomb explodes in Paris at Indonesian Embassy this morningWhy Has India Become the World's Top Arms Buyer? - India has replaced China as the worlds largest arms buyer, accounting for 10 percent of all arms purchases during the past five years, a Swedish research group said.Egyptian teen throws herself off a balcony to avoid forced marriageGermany has confirmed plans to sell a discounted nuclear-capable submarine to Israel, after Berlin reportedly dropped objections over Jewish settlement building in the Palestinian territories. Suspect in Toulouse shootings declares allegiance to al-Qaida according to French policeIsrael banning use of underweight modelsAfrican reporter confronted with violent threats after story on female circumcisionMohammed Merah, gunman suspected of murdering three children and rabbi at a French Jewish school, has been arrestedGreece: 1 in 6 disability claims fakeAre Walmart's Chinese Factories as Bad as Apple's? - ";38820999;-0,016305819
